date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:28	120/120	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:28%20GMT	https://secpriv.wien/robots.txt		(from )
17:39:28	58162/58162	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-e332%22	https://secpriv.wien/	C:/Users/ponti/websites/secpriv/secpriv.wien/index.html	(from )
17:39:28	233785/233785	---M--	200	added ('OK')	text/css	etag:%22629ab0b3-39139%22	https://secpriv.wien/css/app.css	C:/Users/ponti/websites/secpriv/secpriv.wien/css/app.css	(from https://secpriv.wien/)
17:39:28	299772/299772	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-492fc%22	https://secpriv.wien/home/Logo2.png	C:/Users/ponti/websites/secpriv/secpriv.wien/home/Logo2.png	(from https://secpriv.wien/)
17:39:28	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:29%20GMT	https://secpriv.wien/blog/en	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en	(from https://secpriv.wien/)
17:39:28	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:29%20GMT	https://secpriv.wien/blog/de	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/de	(from https://secpriv.wien/)
17:39:29	25919/25919	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-653f%22	https://secpriv.wien/images/totop.png	C:/Users/ponti/websites/secpriv/secpriv.wien/images/totop.png	(from https://secpriv.wien/)
17:39:29	12218/12218	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-2fba%22	https://secpriv.wien/research/	C:/Users/ponti/websites/secpriv/secpriv.wien/research/index.html	(from https://secpriv.wien/)
17:39:29	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:30%20GMT	https://secpriv.wien/team/elena	C:/Users/ponti/websites/secpriv/secpriv.wien/team/elena	(from https://secpriv.wien/)
17:39:30	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:30%20GMT	https://secpriv.wien/team/georgia	C:/Users/ponti/websites/secpriv/secpriv.wien/team/georgia	(from https://secpriv.wien/)
